# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.replace.by.source.ms,1709313814424000000,1709313874455000000,132
workspaceModel.mutableEntityStorage.collect.changes.ms,1709313814424000000,1709313874455000000,3
Indexes.allKeys.lookups,1709313814424000000,1709313874455000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1709313814424000000,1709313874455000000,22
VFSFlusher.totalFlushingTimeUs,1709313814424000000,1709313874455000000,1591150
VFSFlusher.totalContentionQuotaSpent,1709313814424000000,1709313874455000000,2
Indexes.stubs.lookupDurationMaxMs,1709313814424000000,1709313874455000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1709313814424000000,1709313874455000000,0.0
Indexes.entries.lookupDuration90PMs,1709313814424000000,1709313874455000000,155.0
Indexes.allKeys.lookupDuration90PMs,1709313814424000000,1709313874455000000,0.0
Indexes.entries.lookupDurationAvgMs,1709313814424000000,1709313874455000000,54.333333333333336
Indexes.stubs.lookupDurationAvgMs,1709313814424000000,1709313874455000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1709313814424000000,1709313874455000000,0.0
IndexesFlusher.totalFlushesRetried,1709313814424000000,1709313874455000000,0
VFSFlusher.totalFlushes,1709313814424000000,1709313874455000000,33
Indexes.stubs.lookupDuration90PMs,1709313814424000000,1709313874455000000,0.0
IndexesFlusher.totalFlushes,1709313814424000000,1709313874455000000,37
Indexes.entries.lookups,1709313814424000000,1709313874455000000,3.0
IndexesFlusher.totalFlushingTimeUs,1709313814424000000,1709313874455000000,1924188
VFSFlusher.totalFlushesRetried,1709313814424000000,1709313874455000000,0
Indexes.stubs.lookups,1709313814424000000,1709313874455000000,0.0
Indexes.entries.lookupDurationMaxMs,1709313814424000000,1709313874455000000,155.0
StorageLockContext.competingThreads.max,1709313814424000000,1709313874455000000,1
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1709313814424000000,1709313874455000000,241213440
FilePageCache.pageFastCacheHits,1709313814424000000,1709313874455000000,1399094
FilePageCache.totalPageDisposalsUs,1709313814424000000,1709313874455000000,551
StreamlinedBlobStorage.recordsDeleted,1709313814424000000,1709313874455000000,316
StreamlinedBlobStorage.recordsRelocated,1709313814424000000,1709313874455000000,0
DirectByteBufferAllocator.hits,1709313814424000000,1709313874455000000,3
DirectByteBufferAllocator.disposed,1709313814424000000,1709313874455000000,0
FilePageCache.pageHits,1709313814424000000,1709313874455000000,1637
FilePageCache.capacityInBytes,1709313814424000000,1709313874455000000,524288000
FilePageCache.disposedBuffers,1709313814424000000,1709313874455000000,3
FilePageCache.pageLoads,1709313814424000000,1709313874455000000,220
FilePageCache.uncachedFileAccess,1709313814424000000,1709313874455000000,81
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1709313814424000000,1709313874455000000,9991284
FilePageCache.pageLoadsAboveSizeThreshold,1709313814424000000,1709313874455000000,0
StorageLockContext.competingThreads.90P,1709313814424000000,1709313874455000000,0
DirectByteBufferAllocator.misses,1709313814424000000,1709313874455000000,217
FilePageCache.maxCacheSizeInBytes,1709313814424000000,1709313874455000000,241213440
StreamlinedBlobStorage.recordsAllocated,1709313814424000000,1709313874455000000,141698
StorageLockContext.competingThreads.avg,1709313814424000000,1709313874455000000,0.009900990099009901
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1709313814424000000,1709313874455000000,1952954
FilePageCache.maxRegisteredFiles,1709313814424000000,1709313874455000000,447
FilePageCache.totalPageLoadsUs,1709313814424000000,1709313874455000000,845880
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1709313814424000000,1709313874455000000,0
DirectByteBufferAllocator.reclaimed,1709313814424000000,1709313874455000000,3
workspaceModel.check.recursive.update.ms,1709313814424000000,1709313874455000000,3
workspaceModel.loading.from.cache.ms,1709313814424000000,1709313874455000000,889
workspaceModel.pre.handlers.ms,1709313814424000000,1709313874455000000,1
workspaceModel.update.unloaded.entities.ms,1709313814424000000,1709313874455000000,0
workspaceModel.init.bridges.ms,1709313814424000000,1709313874455000000,27
workspaceModel.collect.changes.ms,1709313814424000000,1709313874455000000,1
workspaceModel.initializing.ms,1709313814424000000,1709313874455000000,27
workspaceModel.replace.project.model.ms,1709313814424000000,1709313874455000000,3
workspaceModel.to.snapshot.ms,1709313814424000000,1709313874455000000,12
workspaceModel.updates.count,1709313814424000000,1709313874455000000,17
workspaceModel.loading.total.ms,1709313814424000000,1709313874455000000,1016
workspaceModel.updates.precise.ms,1709313814424000000,1709313874455000000,173
workspaceModel.updates.ms,1709313814424000000,1709313874455000000,580
JVM.GC.collectionTimesMs,1709313814424000000,1709313874455000000,910
JVM.totalCpuTimeMs,1709313814424000000,1709313874455000000,96160
OS.loadAverage,1709313814424000000,1709313874455000000,4.06
JVM.maxHeapBytes,1709313814424000000,1709313874455000000,2147483648
JVM.threadCount,1709313814424000000,1709313874455000000,125
JVM.GC.collections,1709313814424000000,1709313874455000000,29
JVM.usedNativeBytes,1709313814424000000,1709313874455000000,329157392
JVM.maxNativeBytes,1709313814424000000,1709313874455000000,-1
JVM.usedHeapBytes,1709313814424000000,1709313874455000000,362445312
NonBlockingReadAction.finalizedExecutionsCount,1709313814424000000,1709313874455000000,41
AWTEventQueue.dispatchTime90PNs,1709313814424000000,1709313874455000000,4030463
AWTEventQueue.eventsDispatched,1709313814424000000,1709313874455000000,3364
FlushQueue.executionTimeMaxNs,1709313814424000000,1709313874455000000,1954545663
NonBlockingReadAction.failedExecutionsCount,1709313814424000000,1709313874455000000,3
AWTEventQueue.dispatchTimeMaxNs,1709313814424000000,1709313874455000000,1954545663
FlushQueue.queueSize90P,1709313814424000000,1709313874455000000,33
FlushQueue.waitingTime90PNs,1709313814424000000,1709313874455000000,826277887
FlushQueue.queueSizeMax,1709313814424000000,1709313874455000000,61
NonBlockingReadAction.failedExecutionTimeUs,1709313814424000000,1709313874455000000,455151
NonBlockingReadAction.finalizedExecutionTimeUs,1709313814424000000,1709313874455000000,5250453
FlushQueue.waitingTimeMaxNs,1709313814424000000,1709313874455000000,1811939327
FlushQueue.executionTimeAvgNs,1709313814424000000,1709313874455000000,8670371.197916666
AWTEventQueue.dispatchTimeAvgNs,1709313814424000000,1709313874455000000,5821049.1034482755
FlushQueue.waitingTimeAvgNs,1709313814424000000,1709313874455000000,2.2658406901785713E8
AWTEventQueue.dispatchTimeTotalNS,1709313814424000000,1709313874455000000,19598125750
FlushQueue.queueSizeAvg,1709313814424000000,1709313874455000000,8.04985119047619
FlushQueue.executionTime90PNs,1709313814424000000,1709313874455000000,5013503
FlushQueue.tasksExecuted,1709313814424000000,1709313874455000000,1344
FileNameCache.totalMisses,1709313814424000000,1709313874455000000,114605
FileNameCache.fastMisses,1709313814424000000,1709313874455000000,202041
FileNameCache.queries,1709313814424000000,1709313874455000000,5093822
jps.app.storage.content.writer.save.component.ms,1709313874455000000,1709313934451000000,0
workspaceModel.moduleBridge.update.option.ms,1709313874455000000,1709313934451000000,0
jps.global.get.libraries.ms,1709313874455000000,1709313934451000000,0
jps.project.serializers.save.ms,1709313874455000000,1709313934451000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1709313874455000000,1709313934451000000,0
jps.global.initialize.library.bridges.after.loading.ms,1709313874455000000,1709313934451000000,0
workspaceModel.sync.entities.ms,1709313874455000000,1709313934451000000,0
jps.library.entities.serializer.load.entities.ms,1709313874455000000,1709313934451000000,239
workspaceModel.global.apply.state.to.project.builder.ms,1709313874455000000,1709313934451000000,1
jps.facet.change.listener.process.change.events.ms,1709313874455000000,1709313934451000000,7
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1709313874455000000,1709313934451000000,4
jps.load.project.to.empty.storage.ms,1709313874455000000,1709313934451000000,1388
workspaceModel.load.cache.from.file.ms,1709313874455000000,1709313934451000000,887
workspaceModel.moduleBridgeLoader.loading.modules.ms,1709313874455000000,1709313934451000000,2300
workspaceModel.mutableEntityStorage.add.entity.ms,1709313874455000000,1709313934451000000,577
jps.save.global.entities.ms,1709313874455000000,1709313934451000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1709313874455000000,1709313934451000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1709313874455000000,1709313934451000000,0
jps.library.entities.serializer.save.entities.ms,1709313874455000000,1709313934451000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1709313874455000000,1709313934451000000,7
jps.apply.loaded.storage.ms,1709313874455000000,1709313934451000000,548
jps.global.get.library.by.name.ms,1709313874455000000,1709313934451000000,0
jps.global.initialize.library.bridges.ms,1709313874455000000,1709313934451000000,17
workspaceModel.moduleManagerBridge.load.module.ms,1709313874455000000,1709313934451000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1709313874455000000,1709313934451000000,1943
workspaceModel.mutableEntityStorage.remove.entity.ms,1709313874455000000,1709313934451000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1709313874455000000,1709313934451000000,1245
jps.storage.jps.conf.reader.load.component.ms,1709313874455000000,1709313934451000000,175
jps.global.handle.changed.events.ms,1709313874455000000,1709313934451000000,0
workspaceModel.save.cache.to.file.ms,1709313874455000000,1709313934451000000,1251
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1709313874455000000,1709313934451000000,0
jps.save.changed.project.entities.ms,1709313874455000000,1709313934451000000,2
jps.facet.change.listener.before.change.events.ms,1709313874455000000,1709313934451000000,4
workspaceModel.global.apply.state.to.project.ms,1709313874455000000,1709313934451000000,6
workspaceModel.orphan.listener.update.ms,1709313874455000000,1709313934451000000,9
jps.global.handle.before.change.events.ms,1709313874455000000,1709313934451000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1709313874455000000,1709313934451000000,0
workspaceModel.mutableEntityStorage.entities.ms,1709313874455000000,1709313934451000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1709313874455000000,1709313934451000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1709313874455000000,1709313934451000000,15
workspaceModel.moduleBridge.before.changed.ms,1709313874455000000,1709313934451000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1709313874455000000,1709313934451000000,60
jps.load.initial.state.ms,1709313874455000000,1709313934451000000,10
jps.module.iml.entities.serializer.save.entities.ms,1709313874455000000,1709313934451000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1709313874455000000,1709313934451000000,3
jps.reload.project.entities.ms,1709313874455000000,1709313934451000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1709313874455000000,1709313934451000000,379
jps.global.get.library.ms,1709313874455000000,1709313934451000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1709313874455000000,1709313934451000000,0
jps.app.storage.content.reader.load.component.ms,1709313874455000000,1709313934451000000,1
workspaceModel.global.updates.count,1709313874455000000,1709313934451000000,0
jps.facet.change.listener.init.bridge.ms,1709313874455000000,1709313934451000000,7
workspaceModel.mutableEntityStorage.put.entity.ms,1709313874455000000,1709313934451000000,301
jps.module.iml.entities.serializer.load.entities.ms,1709313874455000000,1709313934451000000,270
workspaceModel.global.updates.ms,1709313874455000000,1709313934451000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1709313874455000000,1709313934451000000,0
jps.project.serializers.load.ms,1709313874455000000,1709313934451000000,1381
jps.artifact.entities.serializer.load.entities.ms,1709313874455000000,1709313934451000000,0
jps.artifact.entities.serializer.save.entities.ms,1709313874455000000,1709313934451000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1709313874455000000,1709313934451000000,12
workspaceModel.moduleManagerBridge.get.modules.ms,1709313874455000000,1709313934451000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1709313874455000000,1709313934451000000,132
workspaceModel.mutableEntityStorage.collect.changes.ms,1709313874455000000,1709313934451000000,3
Indexes.allKeys.lookups,1709313874455000000,1709313934451000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1709313874455000000,1709313934451000000,37
VFSFlusher.totalFlushingTimeUs,1709313874455000000,1709313934451000000,550387
VFSFlusher.totalContentionQuotaSpent,1709313874455000000,1709313934451000000,1
Indexes.stubs.lookupDurationMaxMs,1709313874455000000,1709313934451000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1709313874455000000,1709313934451000000,0.0
Indexes.entries.lookupDuration90PMs,1709313874455000000,1709313934451000000,0.0
Indexes.allKeys.lookupDuration90PMs,1709313874455000000,1709313934451000000,0.0
Indexes.entries.lookupDurationAvgMs,1709313874455000000,1709313934451000000,0.0
Indexes.stubs.lookupDurationAvgMs,1709313874455000000,1709313934451000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1709313874455000000,1709313934451000000,0.0
IndexesFlusher.totalFlushesRetried,1709313874455000000,1709313934451000000,10
VFSFlusher.totalFlushes,1709313874455000000,1709313934451000000,47
Indexes.stubs.lookupDuration90PMs,1709313874455000000,1709313934451000000,0.0
IndexesFlusher.totalFlushes,1709313874455000000,1709313934451000000,49
Indexes.entries.lookups,1709313874455000000,1709313934451000000,0.0
IndexesFlusher.totalFlushingTimeUs,1709313874455000000,1709313934451000000,2985076
VFSFlusher.totalFlushesRetried,1709313874455000000,1709313934451000000,0
Indexes.stubs.lookups,1709313874455000000,1709313934451000000,0.0
Indexes.entries.lookupDurationMaxMs,1709313874455000000,1709313934451000000,0.0
StorageLockContext.competingThreads.max,1709313874455000000,1709313934451000000,1
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1709313874455000000,1709313934451000000,398508032
FilePageCache.pageFastCacheHits,1709313874455000000,1709313934451000000,2864480
FilePageCache.totalPageDisposalsUs,1709313874455000000,1709313934451000000,652
StreamlinedBlobStorage.recordsDeleted,1709313874455000000,1709313934451000000,0
StreamlinedBlobStorage.recordsRelocated,1709313874455000000,1709313934451000000,0
DirectByteBufferAllocator.hits,1709313874455000000,1709313934451000000,0
DirectByteBufferAllocator.disposed,1709313874455000000,1709313934451000000,0
FilePageCache.pageHits,1709313874455000000,1709313934451000000,3757
FilePageCache.capacityInBytes,1709313874455000000,1709313934451000000,524288000
FilePageCache.disposedBuffers,1709313874455000000,1709313934451000000,0
FilePageCache.pageLoads,1709313874455000000,1709313934451000000,151
FilePageCache.uncachedFileAccess,1709313874455000000,1709313934451000000,1740
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1709313874455000000,1709313934451000000,9583995
FilePageCache.pageLoadsAboveSizeThreshold,1709313874455000000,1709313934451000000,0
StorageLockContext.competingThreads.90P,1709313874455000000,1709313934451000000,0
DirectByteBufferAllocator.misses,1709313874455000000,1709313934451000000,151
FilePageCache.maxCacheSizeInBytes,1709313874455000000,1709313934451000000,398508032
StreamlinedBlobStorage.recordsAllocated,1709313874455000000,1709313934451000000,135769
StorageLockContext.competingThreads.avg,1709313874455000000,1709313934451000000,0.03361344537815126
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1709313874455000000,1709313934451000000,2262676
FilePageCache.maxRegisteredFiles,1709313874455000000,1709313934451000000,447
FilePageCache.totalPageLoadsUs,1709313874455000000,1709313934451000000,416377
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1709313874455000000,1709313934451000000,0
DirectByteBufferAllocator.reclaimed,1709313874455000000,1709313934451000000,0
workspaceModel.check.recursive.update.ms,1709313874455000000,1709313934451000000,3
workspaceModel.loading.from.cache.ms,1709313874455000000,1709313934451000000,889
workspaceModel.pre.handlers.ms,1709313874455000000,1709313934451000000,1
workspaceModel.update.unloaded.entities.ms,1709313874455000000,1709313934451000000,0
workspaceModel.init.bridges.ms,1709313874455000000,1709313934451000000,27
workspaceModel.collect.changes.ms,1709313874455000000,1709313934451000000,1
workspaceModel.initializing.ms,1709313874455000000,1709313934451000000,27
workspaceModel.replace.project.model.ms,1709313874455000000,1709313934451000000,3
workspaceModel.to.snapshot.ms,1709313874455000000,1709313934451000000,12
workspaceModel.updates.count,1709313874455000000,1709313934451000000,17
workspaceModel.loading.total.ms,1709313874455000000,1709313934451000000,1016
workspaceModel.updates.precise.ms,1709313874455000000,1709313934451000000,173
workspaceModel.updates.ms,1709313874455000000,1709313934451000000,580
JVM.GC.collectionTimesMs,1709313874455000000,1709313934451000000,916
JVM.totalCpuTimeMs,1709313874455000000,1709313934451000000,99340
OS.loadAverage,1709313874455000000,1709313934451000000,4.78
JVM.maxHeapBytes,1709313874455000000,1709313934451000000,2147483648
JVM.threadCount,1709313874455000000,1709313934451000000,111
JVM.GC.collections,1709313874455000000,1709313934451000000,17
JVM.usedNativeBytes,1709313874455000000,1709313934451000000,383047712
JVM.maxNativeBytes,1709313874455000000,1709313934451000000,-1
JVM.usedHeapBytes,1709313874455000000,1709313934451000000,398238720
NonBlockingReadAction.finalizedExecutionsCount,1709313874455000000,1709313934451000000,12048
AWTEventQueue.dispatchTime90PNs,1709313874455000000,1709313934451000000,1073151
AWTEventQueue.eventsDispatched,1709313874455000000,1709313934451000000,10314
FlushQueue.executionTimeMaxNs,1709313874455000000,1709313934451000000,746586111
NonBlockingReadAction.failedExecutionsCount,1709313874455000000,1709313934451000000,0
AWTEventQueue.dispatchTimeMaxNs,1709313874455000000,1709313934451000000,750780415
FlushQueue.queueSize90P,1709313874455000000,1709313934451000000,1
FlushQueue.waitingTime90PNs,1709313874455000000,1709313934451000000,6619135
FlushQueue.queueSizeMax,1709313874455000000,1709313934451000000,9
NonBlockingReadAction.failedExecutionTimeUs,1709313874455000000,1709313934451000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1709313874455000000,1709313934451000000,24785726
FlushQueue.waitingTimeMaxNs,1709313874455000000,1709313934451000000,754974719
FlushQueue.executionTimeAvgNs,1709313874455000000,1709313934451000000,675227.524229075
AWTEventQueue.dispatchTimeAvgNs,1709313874455000000,1709313934451000000,864456.6748109366
FlushQueue.waitingTimeAvgNs,1709313874455000000,1709313934451000000,4079289.577092511
AWTEventQueue.dispatchTimeTotalNS,1709313874455000000,1709313934451000000,8916049535
FlushQueue.queueSizeAvg,1709313874455000000,1709313934451000000,0.3267254038179148
FlushQueue.executionTime90PNs,1709313874455000000,1709313934451000000,315391
FlushQueue.tasksExecuted,1709313874455000000,1709313934451000000,2724
FileNameCache.totalMisses,1709313874455000000,1709313934451000000,132606
FileNameCache.fastMisses,1709313874455000000,1709313934451000000,329773
FileNameCache.queries,1709313874455000000,1709313934451000000,7601321
jps.app.storage.content.writer.save.component.ms,1709313934451000000,1709313994452000000,0
workspaceModel.moduleBridge.update.option.ms,1709313934451000000,1709313994452000000,0
jps.global.get.libraries.ms,1709313934451000000,1709313994452000000,0
jps.project.serializers.save.ms,1709313934451000000,1709313994452000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1709313934451000000,1709313994452000000,0
jps.global.initialize.library.bridges.after.loading.ms,1709313934451000000,1709313994452000000,0
workspaceModel.sync.entities.ms,1709313934451000000,1709313994452000000,0
jps.library.entities.serializer.load.entities.ms,1709313934451000000,1709313994452000000,239
workspaceModel.global.apply.state.to.project.builder.ms,1709313934451000000,1709313994452000000,1
jps.facet.change.listener.process.change.events.ms,1709313934451000000,1709313994452000000,7
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1709313934451000000,1709313994452000000,4
jps.load.project.to.empty.storage.ms,1709313934451000000,1709313994452000000,1388
workspaceModel.load.cache.from.file.ms,1709313934451000000,1709313994452000000,887
workspaceModel.moduleBridgeLoader.loading.modules.ms,1709313934451000000,1709313994452000000,2300
workspaceModel.mutableEntityStorage.add.entity.ms,1709313934451000000,1709313994452000000,577
jps.save.global.entities.ms,1709313934451000000,1709313994452000000,1
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1709313934451000000,1709313994452000000,2
workspaceModel.mutableEntityStorage.referrers.ms,1709313934451000000,1709313994452000000,0
jps.library.entities.serializer.save.entities.ms,1709313934451000000,1709313994452000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1709313934451000000,1709313994452000000,7
jps.apply.loaded.storage.ms,1709313934451000000,1709313994452000000,548
jps.global.get.library.by.name.ms,1709313934451000000,1709313994452000000,0
jps.global.initialize.library.bridges.ms,1709313934451000000,1709313994452000000,17
workspaceModel.moduleManagerBridge.load.module.ms,1709313934451000000,1709313994452000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1709313934451000000,1709313994452000000,1943
workspaceModel.mutableEntityStorage.remove.entity.ms,1709313934451000000,1709313994452000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1709313934451000000,1709313994452000000,1245
jps.storage.jps.conf.reader.load.component.ms,1709313934451000000,1709313994452000000,175
jps.global.handle.changed.events.ms,1709313934451000000,1709313994452000000,0
workspaceModel.save.cache.to.file.ms,1709313934451000000,1709313994452000000,1251
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1709313934451000000,1709313994452000000,0
jps.save.changed.project.entities.ms,1709313934451000000,1709313994452000000,2
jps.facet.change.listener.before.change.events.ms,1709313934451000000,1709313994452000000,4
workspaceModel.global.apply.state.to.project.ms,1709313934451000000,1709313994452000000,6
workspaceModel.orphan.listener.update.ms,1709313934451000000,1709313994452000000,9
jps.global.handle.before.change.events.ms,1709313934451000000,1709313994452000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1709313934451000000,1709313994452000000,0
workspaceModel.mutableEntityStorage.entities.ms,1709313934451000000,1709313994452000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1709313934451000000,1709313994452000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1709313934451000000,1709313994452000000,15
workspaceModel.moduleBridge.before.changed.ms,1709313934451000000,1709313994452000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1709313934451000000,1709313994452000000,60
jps.load.initial.state.ms,1709313934451000000,1709313994452000000,10
jps.module.iml.entities.serializer.save.entities.ms,1709313934451000000,1709313994452000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1709313934451000000,1709313994452000000,3
jps.reload.project.entities.ms,1709313934451000000,1709313994452000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1709313934451000000,1709313994452000000,379
jps.global.get.library.ms,1709313934451000000,1709313994452000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1709313934451000000,1709313994452000000,0
jps.app.storage.content.reader.load.component.ms,1709313934451000000,1709313994452000000,1
workspaceModel.global.updates.count,1709313934451000000,1709313994452000000,0
jps.facet.change.listener.init.bridge.ms,1709313934451000000,1709313994452000000,7
workspaceModel.mutableEntityStorage.put.entity.ms,1709313934451000000,1709313994452000000,301
jps.module.iml.entities.serializer.load.entities.ms,1709313934451000000,1709313994452000000,270
workspaceModel.global.updates.ms,1709313934451000000,1709313994452000000,0
